titulo,artista,letra,url,ano,coletado_em,contagem_palavras,contagem_linhas
Boate Azul,Bruno e Marrone,"Doente de amor, procurei remédio na vida noturna Com a flor da noite em uma boate aqui na zona sul A dor do amor é com outro amor que a gente cura Vim curar a dor desse mal de amor na boate azul E quando a noite vai se agonizando no clarão da aurora Os integrantes da vida noturna se foram dormir E a dama da noite que estava comigo também foi embora Fecharam-se as portas, sozinho de novo tive que sair Sair de que jeito se nem sei o rumo para onde vou Muito vagamente me lembro que estou Em uma boate aqui na zona sul Eu bebi demais e não consigo me lembrar sequer Qual era o nome daquela mulher A flor da noite na boate azul E quando a noite vai se agonizando no clarão da aurora Os integrantes da vida noturna se foram dormir E a dama da noite que estava comigo também foi embora Fecharam-se as portas, sozinho de novo tive que sair Sair de que jeito se nem sei o rumo para onde vou Muito vagamente me lembro que estou Em uma boate aqui na zona sul Eu bebi demais e não consigo me lembrar sequer Qual era o nome daquela mulher A flor da noite na boate azul",https://www.letras.mus.br/bruno-e-marrone/88379/,2019.0,2025-09-30T18:48:14.506709,215,1
Bijuteria,Bruno e Marrone,"Quando a noite cai É que eu sinto a falta Que você me faz Saudade que não passa E nem me deixa em paz A sombra de um amor Que já brilhou demais Você foi pra mim A coisa mais bonita Que me aconteceu Não pode imaginar Os sonhos que me deu E quanta insegurança Me deixou o adeus Amei você Sem truque, sem maldade Fiz o meu papel Eu quis lhe oferecer O que ninguém me deu Você não acredita Mas eu fui fiel Amei você Mas hoje posso ver Que foi melhor assim Preciso te esquecer Pra me lembrar de mim A vida continua E no brilho De uma pedra falsa Dei amor a quem não merecia Eu pensei que era uma joia rara Era bijuteria Das mentiras Das palavras doces Vi calor no teu olhar tão frio Na beleza do teu rosto esconde Um coração vazio Amei você Sem truques, sem maldade Fiz o meu papel Eu quis lhe oferecer O que ninguém me deu Você não acredita Mas eu fui fiel, fui fiel Amei você Mas hoje posso ver Que foi melhor assim Preciso te esquecer Pra me lembrar de mim A vida continua E no brilho De uma pedra falsa Dei amor a quem não merecia Eu pensei que era uma joia rara Era bijuteria Das mentiras Das palavras doces Vi calor no teu olhar tão frio Na beleza do teu rosto esconde Um coração vazio",https://www.letras.mus.br/bruno-e-marrone/65795/,2002.0,2025-09-30T18:48:17.728019,241,1
Dormi na Praça,Bruno e Marrone,Caminhei sozinho pela rua Falei com as estrelas e com a Lua Deitei no banco da praça tentando te esquecer Adormeci e sonhei com você No sonho você veio provocante Me deu um beijo doce e me abraçou E bem na hora H no ponto alto do amor Já era dia o guarda me acordou Seu guarda eu não sou vagabundo Eu não sou delinquente Sou um cara carente Eu dormi na praça pensando nela Seu guarda seja meu amigo Me bata me prenda Faça tudo comigo Mas não me deixe ficar sem ela No sonho você veio provocante Me deu um beijo doce e me abraçou E bem na hora H no ponto alto do amor Já era dia o guarda me acordou Seu guarda eu não sou vagabundo Eu não sou delinquente Sou um cara carente Eu dormi na praça pensando nela Seu guarda seja meu amigo Me bata me prenda Faça tudo comigo Mas não me deixe ficar sem ela Seu guarda eu não sou vagabundo Eu não sou delinquente Sou um cara carente Eu dormi na praça pensando nela Seu guarda seja meu amigo Me bata me prenda Faça tudo comigo Mas não me deixe ficar sem ela,https://www.letras.mus.br/bruno-e-marrone/44670/,1994.0,2025-09-30T18:48:19.289075,202,1
Vida Vazia,Bruno e Marrone,"Depois que você foi embora A solidão entrou, trancou a porta E não me deixa mais Eu já tentei sair Tentei fugir, não consegui Eu já não tenho paz Até o meu sorriso é tão sem graça Não há nada que desfaça Essa tristeza em meu olhar O que é que eu vou fazer pra te esquecer? O que é que eu vou fazer pra não sofrer? O que é que eu faço pra você voltar Pra minha vida? Vida vazia, saudade sua Dia nublado, vento gelado Noite sem lua Vida vazia de sentimento Noite sem sono, no abandono Eu não aguento Até o meu sorriso é tão sem graça Não há nada que disfarça Essa tristeza em meu olhar O que é que eu vou fazer pra te esquecer? O que é que eu vou fazer pra não sofrer? O que é que eu faço pra você voltar Pra minha vida? Vida vazia, saudade sua Dia nublado, vento gelado Noite sem lua Vida vazia de sentimento Noite sem sono, no abandono Eu não aguento Vida vazia, oh oh oh Dia nublado, vento gelado Noite sem lua Vida vazia de sentimento Noite sem sono, no abandono Eu não aguento",https://www.letras.mus.br/bruno-e-marrone/69004/,1999.0,2025-09-30T18:48:22.273337,199,1
Por um Minuto (Por un Minuto),Bruno e Marrone,"E todos os amantes já adormeceram E todas as palavras já se calaram Já não vive o mundo em que se perdeu Nem as madrugadas em que se amaram Quero sentir Quero ouvir Seus passos de volta à minha porta Pra dizer que me amava quando estava longe E deixar que a manhã juntos nos encontre E que passe a ser vida o que hoje é só sonho E que se acabem os segredos E que se aumente os desejos E assim, enquanto eu te beijo Que mude o destino, por um minuto Que meu corpo encontre seu corpo Um prazer absoluto E assim, enquanto eu te abraço Me aperte em seus braços, por um minuto De um jeito que só você sabe, (sabe)De um jeito que só eu sei Já não há razão pra não ser pra sempre Dessa vez há de ser, tem que ser diferente Não me deixe sozinho, nem mesmo um pouco Que esse pouco me deixa cada vez mais louco E que se acabem os segredos E que se aumente os desejos E assim, enquanto eu te beijo Que mude o destino, por um minuto Que meu corpo encontre seu corpo Um prazer absoluto E assim, enquanto eu te abraço Me aperte em seus braços, por um minuto De um jeito que só você sabe (sabe)De um jeito que só eu sei Que meu corpo encontre seu corpo Um prazer absoluto E assim, enquanto eu te abraço Me aperte em seus braços, por um minuto De um jeito que só você sabe (sabe)De um jeito que só eu sei",https://www.letras.mus.br/bruno-e-marrone/44683/,2000.0,2025-09-30T18:48:24.249178,264,1
Facas (part. Diego & Victor Hugo),Bruno e Marrone,"Primeiramente guarde suas armas Já me machuca tanto as suas palavras Eu tô querendo uma conversa civilizada Sei que tá esperando uma crítica Mas tô correndo dessa briga Hoje não tem vilão, hoje não tem vítima Não tem plateia, não tem bebida Você com raiva, me atacando E eu só com um beijo dou o troco Cê sabe que a gente não tem moral Pra viver longe um do outro Como se duas facas se riscassem procurando o corte São dois corações disputando quem é o mais forte Você com raiva, me atacando E eu só com um beijo dou o troco Cê sabe que a gente não tem moral Pra viver longe um do outro Como se duas facas se riscassem procurando o corte São dois corações disputando quem é o mais forte Primeiramente guarde suas armas Já me machuca tanto as suas palavras Eu tô querendo uma conversa civilizada Sei que tá esperando uma crítica Mas tô correndo dessa briga Hoje não tem vilão, hoje não tem vítima Não tem plateia, não tem bebida Você com raiva, me atacando E eu só com um beijo dou o troco Cê sabe que a gente não tem moral Pra viver longe um do outro Como se duas facas se riscassem procurando o corte São dois corações disputando quem é o mais forte Você com raiva, me atacando E eu só com um beijo dou o troco Cê sabe que a gente não tem moral Pra viver longe um do outro Como se duas facas se riscassem procurando o corte São dois corações disputando quem é o mais forte São dois corações disputando quem é o mais forte",https://www.letras.mus.br/bruno-e-marrone/facas-part-diego-e-victor-hugo/,,2025-09-30T18:48:25.594448,277,1
Amor de Carnaval,Bruno e Marrone,"Primavera chegou Seu amor me pegou E eu te amei Te amei, te amei Quantas flores colhi Nos jardins dos meus sonhos E te dei Flores, folhas e frutos caindo Esse amor consumindo Eu me entreguei Foi loucura, paixão Foi amor, sedução O que foi não sei Te amei demais Você nem viu E eu chorei, chorei Te amei demais Você sorriu E eu chorei Você foi no verão Um vendaval de ilusão Foi temporal Foi o frio no inverno Um amor mais eterno O bem e o mal Eu te quis Como a mãe quer um filho A luz quer o brilho Tão natural Meu amor, seu amor O espinho, a flor Amor de carnaval Te amei demais Você nem viu E eu chorei, chorei Te amei demais Você sorriu E eu chorei Larará, larará, larará Larará, lará Larará, larará, larará Larará, lará Te amei demais Você nem viu E eu chorei, chorei Te amei demais Você sorriu E eu chorei Larará, larará, larará Larará, lará Larará, larará, larará Larará, lará Larará, larará, larará Larará, lará Larará, larará, Larará Larará, lará Larará, larará, larará Larará, lará Larará, larará, larará Larará, lará",https://www.letras.mus.br/bruno-e-marrone/44666/,2001.0,2025-09-30T18:48:27.114243,192,1
Esqueci,Bruno e Marrone,"Não vou impedir você partir Nem vou pedir que fique aqui Vou me portar com toda classe Não vou te pedir que volte atrás Que pare um pouco, pense mais Nem te impedir que chame um táxi Eu até já esqueci a cor dos teus olhos castanhos Que tem um metro e sessenta e que se demora no banho Esqueci que seu sapato é do tamanho trinta e seis E que adora fazer sexo trinta vezes por mês Esqueci que me acorda com o café da manhã Nos seus braços me apertando, se dizendo minha fã Esqueci de te dizer que este pranto nos meus olhos É que o meu time perdeu, e por isso, então, eu choro Não vou precisar do seu carinho Eu me viro bem sozinho Mas antes de ir embora Faz comigo aquele amor que agride Tranque a noite lá de fora Amanhã você decide Eu até já esqueci a cor dos teus olhos castanhos Que tem um metro e sessenta e que se demora no banho Esqueci que seu sapato é do tamanho trinta e seis E que adora fazer sexo trinta vezes por mês Esqueci que me acorda com o café da manhã Nos seus braços me apertando, se dizendo minha fã Esqueci de te dizer que este pranto nos meus olhos É que o meu time perdeu, e por isso, então, eu choro",https://www.letras.mus.br/bruno-e-marrone/83212/,1995.0,2025-09-30T18:48:29.257645,230,1
Te Amar Foi Ilusão,Bruno e Marrone,"Eu sei Talvez eu tenha sufocado o teu sentimento Não consegui sintonizar teu pensamento Saber o que você queria arrancar de mim Me deixando assim Não sei Será que eu me enganei o tempo todo com o seu olhar? Apesar de tudo que vivi, eu me deixei levar Que ilusão foi te amar Vai encontrar alguém que você ame E que te faça o que fez comigo E vai chorar cada lágrima que um dia Derramei por te querer Por te amar E vai sentir a dor da indiferença Desse alguém que só te engana Vai aprender a viver e dar valor no amor De quem te ama Não sei Será que eu me enganei o tempo todo com o seu olhar? Apesar de tudo que vivi, eu me deixei levar Que ilusão foi te amar Vai encontrar alguém que você ame E que te faça o que fez comigo E vai chorar cada lágrima que um dia Derramei por te querer Por te amar E vai sentir a dor da indiferença Desse alguém que só te engana Vai aprender a viver e dar valor no amor De quem te ama",https://www.letras.mus.br/bruno-e-marrone/88676/,2004.0,2025-09-30T18:48:32.061084,191,1
Se Não Tivesse Ido (Si No Te Hubieras Ido),Bruno e Marrone,"E eu pensei que nunca ia te perder Mas tudo que vejo Faz lembrar você Espero outro dia, pra te ver aqui De um jeito tão carente Sorriso transparente Se agarrando em mim A vida vai passando e tudo é tão igual Um pranto no meu rosto É feito um temporal É o vinho que embriaga É o pão de cada dia Eu era tão feliz E juro, eu não sabia E nada é mais difícil que viver sem ti Sofrendo pela espera de te ver voltar O frio do meu corpo pergunta por ti E não sei onde estás Se não tivesse ido Eu era tão feliz A vida vai passando e tudo é tão igual Um pranto no meu rosto É feito um temporal É o vinho que embriaga É o pão de cada dia Eu era tão feliz E juro, eu não sabia E nada é mais difícil que viver sem ti Sofrendo pela espera de te ver voltar O frio do meu corpo pergunta por ti E não sei onde estás Se não tivesse ido Eu era tão feliz E nada é mais difícil que viver sem ti Sofrendo pela espera de te ver voltar O frio do meu corpo pergunta por ti E não sei onde estás Se não tivesse ido Eu era tão feliz",https://www.letras.mus.br/bruno-e-marrone/80903/,2003.0,2025-09-30T18:48:35.241007,220,1
Amor Dos Outros,Henrique & Juliano,"Mais um casal surgindo, anéis de compromisso Mais um novo amigo pros amigos meus Um sorriso sumindo, um ciúme vindo E a luta agora é entre ele e eu A gente errou tanto pra entrar no eixo Trocou tanta ideia pra ser um casal perfeito Foi se melhorando, se moldando, você consertou, eu consertei E quando tava tudo ok, sobrei Esse sorriso que sumiu da minha cara tá na cara dele O seu pra sempre, que sumiu de mim pra sempre, apareceu pra ele É lindo pegar um te amo no meio do caminho Eu quero ver construir um te amo desde o início O difícil é, pra mim, não ter sido feliz por pouco O fácil é, pra ele, ser feliz com o amor dos outros O difícil é, pra mim, não ter sido feliz por pouco O fácil é, pra ele, ser feliz com o amor dos outros A gente errou tanto pra entrar no eixo Trocou tanta ideia pra ser um casal perfeito Foi se melhorando, se moldando, você consertou, eu consertei E quando tava tudo ok, sobrei Esse sorriso que sumiu da minha cara tá na cara dele O seu pra sempre, que sumiu de mim pra sempre, apareceu pra ele É lindo pegar um te amo no meio do caminho Eu quero ver construir um te amo desde o início O difícil é, pra mim, não ter sido feliz por pouco O fácil é, pra ele, ser feliz com o amor dos outros O difícil é, pra mim, não ter sido feliz por pouco O fácil é, pra ele, ser feliz com o amor dos outros",https://www.letras.mus.br/henrique-e-juliano/amor-dos-outros/,2025.0,2025-09-30T18:48:47.521601,271,1
Seja Ex,Henrique & Juliano,"(Cê foi embora pra ser o quê? Pra ser ex, não foi?)(Então seja) (então seja ex)Minha esperança é você sair Beijar uma boca nos primeiros dez minutos Que aí eu pego ódio da sua cara e, se voltar Cê não bagunça mais um cara inseguro Porque se continuar nessa levada Cê vai ser o meu talvez pra sempre Porque aqui a gente briga, cê vai embora Mas lá fora cê respeita, não beija e não beira gente Cê tá freando a minha vida porque você não sabe o que sente Cê foi embora pra ser ex, seja ex Cê foi embora pra sumir, some O que cê tá fazendo com a minha vida é putaria, me desculpa Não tem outro nome Cê foi embora pra ser ex, seja ex Cê foi embora, então desaparece Porque a gente já passou dos trinta, cê não é mais uma menina E eu não sou moleque Cê foi embora pra ser ex, seja ex Cê foi embora pra sumir, some O que cê tá fazendo com a minha vida é putaria, me desculpa Não tem outro nome Cê foi embora pra ser ex, seja ex Cê foi embora, então desaparece Porque a gente já passou dos trinta, cê não é mais uma menina E eu não sou moleque Cresce(Foi embora pra ser ex e fica nesse chove não molha, sabe?)Porque se continuar nessa levada Cê vai ser o meu talvez pra sempre Porque aqui a gente briga, cê vai embora Mas lá fora cê respeita, não beija e não beira gente Cê tá freando a minha vida porque você não sabe o que sente(Cês sabem já? Sabem?)Cê foi embora pra ser ex, seja ex Cê foi embora pra sumir, some O que cê tá fazendo com a minha vida é putaria, me desculpa Não tem outro nome Cê foi embora pra ser ex, seja ex Cê foi embora, então desaparece Porque a gente já passou dos trinta, cê não é mais uma menina E eu não sou moleque Cê foi embora pra ser ex, seja ex Cê foi embora pra sumir, some O que cê tá fazendo com a minha vida é putaria, me desculpa Não tem outro nome Cê foi embora pra ser ex, seja ex Cê foi embora, então desaparece Porque a gente já passou dos trinta, cê não é mais uma menina E eu não sou moleque Cresce(Seja ex)",https://www.letras.mus.br/henrique-e-juliano/seja-ex/,2025.0,2025-09-30T18:48:50.490566,398,1
Cuida Bem Dela,Henrique & Juliano,"Sabe aquela menina sentada ali? Com o olhar desconfiado, tão inocente Eu já fui doente naquela mulher Eu sei que agora ela deve tá olhando de lado Tão sem graça, vendo o presente e o passado Conversando de um assunto, ela já sabe qual é Esse é meu único aviso Se ela quis ficar contigo Faça ela feliz Faça ela feliz Cuida bem dela Você não vai conhecer alguém melhor que ela Promete pra mim O que você jurar pra ela, você vai cumprir Cuida bem dela Ela gosta que reparem no cabelo dela Foi por um triz Mas fui incapaz de ser o que ela sempre quis Faça ela feliz Sabe aquela menina sentada ali? Com o olhar desconfiado, tão inocente Eu já fui doente naquela mulher Eu sei que agora ela deve tá olhando de lado Tão sem graça, vendo o presente e o passado Conversando de um assunto, ela já sabe qual é Esse é meu único aviso Se ela quis ficar contigo Faça ela feliz Faça ela feliz Cuida bem dela Você não vai conhecer alguém melhor que ela Promete pra mim O que você jurar pra ela, você vai cumprir Cuida bem dela Ela gosta que reparem no cabelo dela Foi por um triz Mas fui incapaz de ser o que ela sempre quis Cuida bem dela Você não vai conhecer alguém melhor que ela Promete pra mim O que você jurar pra ela, você vai cumprir Cuida bem dela Ela gosta que reparem no cabelo dela Foi por um triz Mas fui incapaz de ser o que ela sempre quis Faça ela feliz, uou Cuida bem dela",https://www.letras.mus.br/henrique-e-juliano/cuida-bem-dela/,2014.0,2025-09-30T18:48:52.384464,273,1
Realidade Ou Fantasia,Henrique & Juliano,"Toda noite Eu te ligo Te pedindo pra sonhar comigo E sonhando eu vou te encontrar também E te encontro E me entrego ao seu corpo bonito Nitidamente, sua imagem vem E um beijo Uma música Insistente, despertou meu sono Alguém tava me ligando, era você E tem sido você Na realidade ou fantasia Enquanto eu merecer, será você E tem sido você Na realidade ou fantasia Enquanto eu merecer, será você E um beijo Uma música Insistente, despertou meu sono Alguém tava me ligando, era você E tem sido você Na realidade ou fantasia Enquanto eu merecer, será você E tem sido você Na realidade ou fantasia Enquanto eu merecer, será você E tem sido você Na realidade ou fantasia Enquanto eu merecer, será você E tem sido você Na realidade ou fantasia Enquanto eu merecer, será você Será você",https://www.letras.mus.br/henrique-e-juliano/realidade-ou-fantasia/,,2025-09-30T18:48:53.879904,141,1
